Biz name	Address	Phone	Email	Website
Heart & Soul Care Management & Consulting	926A Diablo Ave. #111 Novato, CA 94947	(707) 490-6576	heartsoulcare@gmail.com	http://www.heartsoulcare.com
Heart Filled Productions	2 White Oak Way Carmel Valley, CA 93924	(831) 236-4542	stephereyes11@me.com	http://www.heartfilledproductions.com
Heartfelt Place Massage Therapy	650 N. Winchester Blvd. San Jose, CA 95128	(408) 429-5221	michelleyiu@gmail.com	http://www.hearfeltmassage.org
Hearth Coffee Roasters	1131 Taraval St & 22nd Ave. San Francisco, CA 94116	(415) 519-1463	ariana@brownowlcoffee.com	http://www.hearthcoffee.com
Hearth Coffee Roasters	3985 17th Street San Francisco, CA 94114		ariana@hearthcoffee.com	http://www.hearthcoffee.com
Heartland Home Appraisals	629 Poirier Street Oakland, CA 94609	(510) 653-7574	angie@raffael.com	http://www.heartlandappraisalsvc.com
Heartzilla Salon	1380 Valencia Street, San Francisco, CA, United States		heartzillasalon@gmail.com	http://www.heartzillasalon.com
Heather Who	590 2nd Ave San Francisco, CA 94118	(415) 290-5491	info@heather-who.com	http://www.heather-who.com
Heather's Hot Couture		(925) 827-1887	hfarry@msn.com	http://www.yelp.com/biz/heathers-hot-couture-co...
Heavenly Brew	290 International Circle San Jose, CA 95119	(408) 966-8453	teresa@heavenlybrewcafe.net	http://www.yelp.com/biz/heavenly-brew-cafe-san-...
Heliades Flora	478 40th street Oakland, CA 94609	(510) 637-8516	sig@cloudfactory.org	http://www.heliadesflora.blogspot.com/2010/06/c...
Helium Heaven	18531 Via Jose San Leandro, CA 94580	(510) 397-2614	ocortez24@gmail.com	http://www.yelp.com/biz/helium-heaven-san-lorenzo
Hello Gorgeous	1108 Magnolia Avenue Larkspur, CA 94939	(415) 295-7575	veronica@hellogorgeousSF.com	http://www.hellogorgeoussf.com
Hello Silverstein	254 Miller Avenue Mill Valley, CA 94941	415-260-0572	simone.earnhardt@gmail.com	http://www.hellosilverstein.com
Herb'n Gardens	620 Poirier Street Oakland, CA 94609	(510) 449-1055	HerbnGardens@gmail.com	http://www.facebook.com/HerbnGardens
Hercules Builders	184 Mendell Street San Francisco, CA 94124	(510) 672-7041	HerculesBuilders@yahoo.com	
Highsociety Events & Travel	4960 Almaden Ave San Jose, CA 95118	(408) 775-1582	highsocietyevents1@yahoo.com	http://www.highsocietyeventspro.com
Hip Belly Dancer	1450 Excelsior Ave Oakland, CA 94602	(510) 326-3933	jennifer@hipbellydancer.com	http://www.hipbellydancer.com/about/
Hip Dhamma Inc	125 Rivoli Street San Francisco, CA 94117	(415) 517-2113	rachel.boldenkramer@gmail.com	http://www.hipdhamma.com
Home Health Advocates	1557 Pine Street San Francisco, CA 94109	(415) 775-2221	info@myhha.com	http://www.myhha.com
HomeownershipSF	275 5th Street San Francisco, CA 94103	(415) 202-5464	catalina@homeownershipsf.org	http://www.homeownershipsf.org
Honey Child Gifts and Gifts Baskets	2601 Nuestro Castillo Court #5101 San Jose, CA 95127	(408) 726-3850	hcbaskets@yahoo.com	http://www.honeychildgifts.com
Hope Commerce Solutions	4123 Broadway Oakland, CA 94611	(510) 689-7310	jessicaq@hopecommercesolutions.com	http://www.facebook.com/Hopecommerce
Hourglass Studios	San Francisco, CA	(415) 663-6564	nina@hourglass-studios.com	http://www.hourglass-studios.com
House Cleaning and Landscape Maintenance	1325B Evans Avenue San Francisco, CA 94124	(650) 201-3053	juliogarden@yahoo.com	
House Cozmetics by Ryan Mesch	119 Fair Oaks St. San Francisco, CA 94110	(415) 404-0041	ryan@ryanmesch.com	http://www.ryanmesch.com
Hymn Inc	123 E. San Carlos San Jose, CA 95112	(408) 417-4099	van1905@yahoo.com	http://www.hymninc.com
Ibeji Body care	1844 62nd St. Berkeley, CA 94703	(510) 435-4783	ibejibodycare@yahoo.com	http://www.facebook.com/ibejibodycare
Ignite Your Potential: Integrative Coaching&Beyond	734 Fell Street  San Francisco, CA 94117	(415) 377-1043	colleen.campbell@me.com	http://www.ignitepotential.com
Imaculate Cleaning Essentials	2151 Oakland Rd San Jose, CA 95131	(925) 305-0014	marymora07@gmail.com	http://www.oakleyhousecleaning.com
Imagen Beauty Salon	1422 90th Ave. Oakland, CA 94603	(510) 875-5638		http://www.yelp.com/biz/imagen-beauty-salon-san...
Imagen Latina	202 South 20th St. San Jose, CA 95116	(408) 396-4968	maggiepclo@yahoo.com	http://www.facebook.com/imagenlatinaphotography...
Images by Rosalinda	508 Shadowgraph Dr. San Jose, CA 95110	(408) 396-3678	rosalinda@imagesbyrosalinda.com	http://www.imagesbyrosalinda.com
Indian Paradox Wine Bar	San Francisco, CA	(408) 507-8065	kavitha.raghavan@gmail.com	http://www.theindianparadox.com
Industrious Life		(415) 349-3479	info@industriousLife.com	http://www.industriouslife.com
Inkza Handcrafts	322 Princeton Street San Francisco, CA 94134	(415) 424-7814	rocio7478@yahoo.com	http://www.yelp.com/biz/inkza-handcrafts-san-fr...
InnerFitness	72 Barbaree Way Tiburon, CA 94920	(415) 408-8839	Donna@InnerFitnessSpa.com	http://www.innerfitnessspa.com
InSource	Post Office Box 6701 San Rafael, CA 94903	(415) 755-1147	contact@insourcebayarea.com	http://www.insourcebayarea.com
Integrated Design 360 LLC	727 Industrial Road Suite 12B San Carlos, CA 94070	(415) 866-6744	jacobson.melanie@gmail.com	http://www.integrateddesign360.com/
Integrity in Motion	3689 18th Street San Francisco, CA 94103	(925) 212-9033	integrityinmotion@gmail.com	http://www.integrityinmotionsf.com
Integro Latino	East Palo Alto, CA	(408) 315 3025, (408) 661 1840, (559) 248 6824	integro.latino@gmail.com	
Intermarket Gourmet	375 OYSTER POINT BLVD #3 South San Francisco, CA 94080	(650) 873-0400	klemens@intermarketgourmet.com	http://www.intermarketgourmet.com
Intuition Power	1115 Third Street San Rafael, CA 94901	(310) 710-8126	JQ3@intuitionpower.com	http://www.jacquaeline.com
Inverted Eye	San Francisco, CA			http://www.invertedeye.com
Irma Cleans	1820 Terry Road Santa Rosa, CA 95403	(707) 477-3564	garciairma29@yahoo.com	http://www.irmascleaningservices.com
Island Baking Company	510 Lincoln Avenue, Apt 4 Alameda, CA 94501	(510) 725-2249	kathy@islandbakingco.com	http://www.facebook.com/pages/Island-Baking-Co/...
It Takes a Village Supportive Living Services	2915 9th Street Berkeley, CA 94710	(510) 356-4589	Dametra@ittakesavillagesls.com	http://www.ittakesavillagesls.com
It's A Piece Of Cake		(415) 987-1946	info@itsapieceofcake.net	http://www.itsapieceofcake.net
Iva Designs	1124 Silliman St San Francisco, CA 94134	(415) 685-7152	ivadesignssf@gmail.com	http://www.ivadesignssanfrancisco.com/
Ivy Frozen Productions	Hayward, CA		ivy@ivyfrozen.com	http://www.ivyfrozen.com
J C Interiors	15 Bella Vista ave San Anselmo, CA 94960	(415) 460-0371	jcintsources@aol.com	http://www.jcinteriorsources.com
J.Bosco Martinez Painting	Daly City, CA	(415) 533-0413	boscomartinez28@yahoo.com	
Jacobsen Design	San Francisco, CA	(415) 279-9559	dianna@diannajacobsen.com	http://www.diannajacobsen.com
Jane Organizes		(415) 308-1366	Jane@JaneOrganizes.com	http://www.janeorganizes.com
Jasmin Zorlu Millinery	1451 Larkin Street San Francisco, CA 94109	(415) 351-1961	jasmin@jasminzorlu.com	http://www.jasminzorlu.com
Jeniffer's Bakery	1115 Third Street San Rafael, CA 94901	(415) 497-9314	schultesjeniffer@yahoo.com	
Jennifer Telford Textiles	3780 Folsom st San Francisco, CA 94110	(415) 824-7264	jennifertelford@sbcglobal.net	http://www.telfordtextiles.blogspot.com
Jessma Evans Bookkeeping	1055 Mason Street San Francisco, CA 94108	(347) 678-0793	jessma@jebookkeeping.com	http://www.jebookkeeping.com
Jocelynalyssa Garden Design	338 45th Street Oakland, CA 94609	(510) 388-1488	jocelynalyssa@gmail.com	http://www.jocelynalyssa.com
John Francis Spa	4200 18th Street #101 San Francisco, CA 94114	(415) 861-3000	info@johnfrancisspa.com	http://www.johnfrancisspa.com
Johnston Tax Group	2327 Market Street San Francisco, CA 94114	415-294-1040	jeff@johnstontaxgroup.com	http:// www.johnstontaxgroup.com
Jon Dann Communications	Mill Valley, CA	(415) 388-8451	contact@jondanncommunications.com	http://www.jondanncommunications.com
Jones Protective Services	Post Office Box 78331 San Francisco, CA 94107	(415) 695-8800	Info@jpscorp.com	http://www.jpscorp.com
Joy Gallery	4911 Third Street San Francisco, CA 94124	(415) 894-9821		http://www.joygallerysf.com
Joyera Sanchez y Artculos Religiosos	3201- A Middlefield Road Menlo Park, CA 94025	(650) 366-4022	sweetface_ana@yahoo.com	http://www.yelp.es/biz/joyeria-sanchez-y-articu...
Joyeria y Discoteca Penia	1595 Alum Rock Ave. San Jose, CA 95116	(408) 510-2035	mariamadrigal@yahoo.com	http://www.yelp.com/biz/joyeria-y-discoteca-pen...
JR Heating & Cooling Systems	22455 Western Blvd.   hayward, CA 94541	(510) 582-1320	josefinavalderra@hotmail.com	http://www.yelp.com/biz/jr-heating-and-cooling-...
JSL Pictures Portrait & Wedding Photography	1441 Morning Glory Petaluma, CA 94954	(415) 867-9957	info@jslpictures.com	http://www.jslpictures.com
Jubilee Hair Studio	3387 22nd Street San Francisco, CA 94110	(415) 305-4291	hairbyjubilee@yahoo.com	http://www.jubileehairstudio.com
Judith Greenberg Design	187 Bothin Fairfax, CA 94930	(415) 312-0315	colorwheeljg@gmail.com	http://www.jtgreenberg.com
Juliannelovesme	1521 Treat Avenue San Francisco, CA 94601	(408) 507-3215	juliannelovesme@gmail.com	http://www.juliannelovesme.com
Julie Cox Surfing	San Francisco, CA		julecollection@gmail.com	http://www.juliecoxsurfing.com
Julienne Givot	2430 Balboa St. San Francisco, CA 94121	(510) 813-4114	jg@archetypist.com	http://www.juliennegivot.com
Jus Gorjus	1816 Fairview Street Berkeley, CA 94703	(510) 938-8380	info@jusgorjus.com	http://www.jusgorjus.com/
Just For You Cafe	732 22nd Street San Francisco, CA 94107	(415) 647-3033	jfycafe@gmail.com	http://www.justforyoucafe.com
JuvEssentials	3458 18th Street San Francisco, CA 94110	(415) 654-5859	jeannie@juvessentials.com	http://www.juvessentials.com
Kappasushi Catering		(650) 537-8931	orderskappasushi@gmail.com	
Karine Brighten Events	40 Avon Rd Kensington, CA 94707	(510) 269-7252	karine@kbrightenevents.com	http://kbrightenevents.com/
Karla's Ice Cream	127 Healdsburg Avenue Healdsburg, CA 95448	(707) 327-7175	silviaceja15@yahoo.com	http://www.yelp.com/biz/karlas-ice-cream-healds...
Katherine Korlacki Organization	P.O. Box 6271 Albany, CA 94706	(510) 525-3310	kkorlacki@aol.com	http://www.kkorlacki.com
Katherinesummer	530 Alhambra St. Concord, CA 94525	(415) 509-2474	katherinesummer@gmail.com	http://www.etsy.com/shop/katherinesummer
Kathleen Cunningham Design	San Francisco, CA	(510) 381-4659	kathleen@kathleencunninghamdesign.com	http://www.kathleencunninghamdesign.com
Kathryn Munger Photography	1862 Arch Street Berkeley, CA 94709	(319) 621-1612	kmunger.photo@gmail.com	http://www.kmungerphoto.com
Katie Nash Hair and Makeup	2329 Belford Drive Walnut Creek, CA 94598	(530) 400-9468	katienash22@yahoo.com	http://www.katienashbeauty.com
Keena's Kitchen	3317 Kempton ave Oakland, CA 94611	(415) 374-1756	ikeena.reed@gmail.com	http://www.keenaskitchen.com
Keller IT Consulting & Solutions	San Francisco, CA	(415) 599-6238	info@KellerITConsulting.com	http://www.kelleritconsulting.com
Kenyan Safari Designs	Oakland, CA	(510) 827-5930		
Kerrie Lee Photography	P.O. box 5338 santa cruz, CA 95063	(831) 706-6417	kerrieleephotography@gmail.com	http://www.kerrieleephotography.com
Ki Arts	P.O.Box 641 Occidental, CA 95465	(707) 494-0964	cordialbruja@gmail.com	http://www.kiarts.com
Kika's Treats	2565 Third Street #312 San Francisco, CA 94107	(415) 282-2020	kikastreats@yahoo.com	http://www.kikastreats.com
Kinda Fancy	San Francisco, CA		lindsey@kinda-fancy.com	http://www.kinda-fancy.com
Kindred Fair Trade Handcraft	605 Fourth Street Santa Rosa, CA 95404	(707) 829-8987	jakawahara@gmail.com	http://www.kindredhandcrafts.com
King Care Assistants Agency	1209 Ayala Drive Sunnyvale, CA 94086	(408) 505-0275	jedith.gazga@gmail.com	http://www.kingcareassistants.com/
King Security Services	428 13th Street #200 Oakland, CA 94612	(415) 556-5464	kking@kingsecurity.net	http://www.kingsecurity.com
Kollar Design EcoCreative	660 Market Street #300 San Francisco, CA 94104	(415) 536-1536	info@kollardesign.com	http://www.kollardesign.com
Kosmografia Pictures	San Francisco, CA	(415) 310-0149	erin@kosmografia.com	http://www.kosmografia.com
Kwan Henmi Architecture Firm		(415) 777-4770		http://www.kwanhenmi.com
Kyonda's Korner	2544 Hinkley Avenue Richmond, CA 94804	(510) 234-2261	thankuuu@hotmail.com	http://www.facebook.com/KyondasKorner
L'Acajou	498 9th Street San Francisco, CA 94103	(415) 626-3683	matthew@lacajou.com	http://www.lacajou.com
La Laguna Taqueria	3906 Third Street San Francisco, CA 94124	(415) 401-9420	lalaguna4u@gmail.com	http://www.lalagunasf.com
La Maison Violette	127 Kentucky St Petaluma, CA	(510) 610-1919	ksilen@mac.com	http://www.facebook.com/lamaisonviolettefabrics...
La Michoacana Panderia	489 Almond Tree Cir Oakley, CA 94561	(925) 679-9816	daospe2202@hotmail.com	http://www.yelp.com/biz/la-michoacana-panaderia...
La Mision Surf			evan@menen.org	http://www.lamisionsurf.com/
La Siguanaba Company	46 Porteous Ave. Fairfax, CA 94930	(415) 686-3596	yoli2910@yahoo.com	http://www.facebook.com/pages/La-Siguanaba-Comp...
Lagniappes New Orleans Food Truck	272 Downey Street San Francisco, CA 94117	(415) 742-5981	happywalks@gmail.com	http://www.facebook.com/lagniappesfoodtruck
LaHitz Media	Post Office Box 885252 San Francisco, CA 94188	(415) 595-5754		http://www.lahitzdigitaltv.blogspot.com
Landeros Sheet Metal Company	2209 Pine Avenue San Pablo , CA 94806	(415) 499-2291	susanalanderos239@yahoo.com	http://www.landerossheetmetal.weebly.com/
Language Linx	1511-E Pershing Drive San Francisco, CA 94129	(415) 699-1989	lorpen@gmail.com	http://www.languagelinx.ca/
Las Isletas	4508 Third Street San Francisco, CA 94124	(415) 643-4436		http://www.yelp.com/biz/las-isletas-restaurant-...
Las Muchachas Restaurant	2483 Old Middlefield Way Mountain View, CA 94043	(650) 968-3003		http://www.yelp.com/biz/las-muchachas-mountain-...
Laura Diana Lopez - Integrative Wellness Coaching	Novato, CA		miapancia@gmail.com	http://www.lauradianalopez.com
Lavender Cleaning Services	6140 Dunn Ave. San Jose, CA 95123	(650) 679-1558	maria@lavendercleaning.com	http://www.ba7.7e8.myftpupload.com/
Law and Mediation Offices of Susan A. Vasbinder	141 1st Street Los Altos , CA 94022	(408) 244-5683	svasbinder@earthlink.net	http://www.facebook.com/pages/Vasbinder-Susan-A...
LeBlanc Associates	1485 Bayshore Boulevard #125 San Francisco, CA 94124	(415) 368-4219	info@leblancassociates.com	http://www.leblancassociates.com
Legal Additions	454 Las Gallinas Avenue #259 San Rafael, CA 94903	(415) 472-5550	info@legaladditions.com	http://www.legaladditions.com
Legend Auto Body	1712 Stone Ave. San Jose, CA 95125	(408) 903-3401	legendautobody@sbcglobal.net	http://www.yelp.com/biz/legend-auto-body-san-jose
Leightopia			Leigh@leightopia.com	http://www.leightopia.com
Lemmon Employment Law & Conflict Resolution	275 5th Street San Francisco, CA 94103	(415) 518-6684	tracy@tlemmonlaw.com	http://www.tlemmonlaw.com
Lemon Tree Organics	4630 Davenport Ave Oakland, CA 94619	(510) 207-5054	cheflemontreeorganics@gmail.com	http://www.yelp.com/biz/lemon-tree-organics-oak...
Lemonade Boutique	1867 Ygnacio Valley Road Walnut Creek, CA 94598	(925) 988-0515	info@lemonadeboutique.com	http://www.lemonadeboutique.com
Les's Best	Mill Valley, CA	(415) 446-8965	Les@Lesisbest.com	http://www.lesisbest.com
Let's Eat BBQ and More		(415) 822-2881	LetsEATBBQ@yahoo.com	http://www.letseatbbqandmore.com
Let's Get Busy Construction Company	San Francisco, CA	(510) 338-8933	letsgetbusycontractors@yahoo.com	http://www.letsgetbusycontractors.wordpress.com
Leticia's Salon	224 Tuscany Place Sonoma, CA 95426	(707) 996-1063	Lontiveros3@gmail.com	http://www.yelp.com/biz/leticias-salon-sonoma
Lewis-Mendoza consulting	440 Roth Lame  Alameda , CA 94501	(510) 333-2731	lewismendozaconsulting@gmail.com	http://www.lewismendozaconsulting.weebly.com/
LIBA Falafel	380 17th Street Oakland, CA 94612	(415) 806-5422	libafalafel@gmail.com	http://www.libafalafel.com
Liberty International Telefonia Digital	1916 Loyola Drive San Jose, CA 95122	(408) 715-6626	angulo.olivia@yahoo.com	http://www.libertypr.com/
Liberty Tax Service	5001 Geary Boulevard San Francisco, CA 94118	(415) 543-1040	sfolibertytax@gmail.com	http://www.libertytax.com/income-tax-preparatio...
Life	604  Haight St. San Francisco, CA 94117	(415) 871-7307	rikafutamura@gmail.com	http://www.lifesanfrancisco.com
Life Well Organized	3701 Sacramento Street, San Francisco, CA, United States	(415)  230--2394	info@lifewellorganized.com	http://www.lifewellorganized.com
Lift n' Glow Skincare Clinic	430 s. abez, suite 6 Milpitas, CA 95035	(408) 241-4435	liftnglow@yahoo.com	http://www.liftnglow.com/
Light Bulb Promo Marketing and Promotion	PO 23103 Pleasant Hill , CA 94523	(925) 408-5511	dtaylor@lightbulbpromo.com	http://www.lightbulbpromo.com/
Light Frame Construction	1325B Evans Avenue #6 San Leandro, CA 94607	(510) 715-0025	LightFrameConstruction@gmail.com	
Lilian Corcio Insurance Services	1485 Enea Cr Concord, CA 94520	(925) 827-3490	lcorcioinsurance@yahoo.com	http://www.lcorcioinsurance.com/
Lillian Joy, LLC	5242 Miles Avenue Oakland, CA 94618	(510) 681-6193	lillianjoyart@gmail.com	http://www.lillianjoy.com
Lily Dong Photography	893 Carl Rd. Lafayette, CA 94549	(415) 706-0266	lilydong888@gmail.com	http://www.lilydongphotography.com/
Lilyan's Beauty Salon	3822 Mission St. San Francisco, CA 94110	(415) 349-4045		http://www.yelp.com/biz/lilyans-beauty-salon-sa...
Linda Delair and Associates	490 Canal  San  Rafael, CA 94901	(415) 717-6601	lindadelair@comcast.net	http://www.lindadelair.com
LinkedIn Consulting and Strategy	San Rafael, CA, United States	415-419-1781	dunzangela@gmail.com	http://angeladunz.com
Liquid Gold	1040 HYDE STREET San Francisco, CA 94109	(415) 660-5142	timklee@gmail.com	http://www.liquidgoldsf.com/
Lisa Sussman Creative Marketing	San Francisco, CA	(415) 515-4619	lisa@lsussman.com	http://www.lsussman.com
Little Artistas	667 Chenery Street San Francisco, CA 94110	(415) 493-8603	info@littleartistas.com	http://www.littleartistas.com
Little Garden Preschool	1370 San Miguel Street Santa Rosa, CA 95403	(707) 568-4008	diarabren@netzero.nmet	
Little Ladybug Bakery	1419 Grand St Alameda, CA 94501	(510) 221-6768	Rozlyn@littleladybugbakeshop.com	http://www.littleladybugbakeshop.com/
Little Shop Artisan Box	333 Willow Street Alameda , CA 94501	(808) 393-5444	littleshopartisanbox@gmail.com	http://www.littleshopartisanbox.com
Little Spark Media	San Francisco, CA	(415) 912-7638	info@littlesparkmedia.com	http://www.littlesparkmedia.com
Little Wishes Spa	4908 Appian Way 102 El Sobrante, CA 94803	(510) 435-9069	karla@littlewishesspa.com	http://littlewishesspa.com
Live Life Acupuncture	2146 B Sutter St. San Francisco, CA 94115	(415) 200-7878	bettina.roeper@gmail.com	http://www.livelife-acupuncture.com
Liz Corman: Underwater photographer			ecorman@me.com	http://www.lizcormanphotography.tumblr.com/
Loho Bride	550 15th Street #19 San Francisco, CA 94103	(415) 525-4544	hello@lohobride.com	http://www.lohobride.com
LOKL	San Rafael, CA		louis@lokl.com	http://www.lokl.com
Longo Productions	336 Bon Air Center Greenbrae, CA 94904	(415) 562-8212	Nancy@Longoproductions.com	http://www.longoproductions.com
Loren R. Robertson Productions	1520 Chalcedony st. San Diego, CA 92109	(415) 269-1082	loren@lorenRrobertson.com	http://www.lorenrobertson.com
Lotus Foot Care at Home	770 Dolores Street San Francisco, CA 94110	(415) 637-1401	lotusfootcareathome@gmail.com	http://www.lotusfootcare.com
Lourdes Cleaning Team	68 Homer Ct El Sobrante, CA 94803	(510) 734-3411	lourdescruz49@gmail.com	http://www.yelp.com/biz/lourdes-cleaning-servic...
Love & Hummus	25 Leland Avenue San Francisco, CA 94134	(415) 646-5577	donna@loveandhummus.com	http://www.loveandhummus.com
Love A Bee	1115 Third Street San Rafael, CA 94901	(415) 939-4455	loveabees@gmail.com	http://www.loveabee.com
Luana Coonen Jewelry	833 Market St, Suite 527, San Francisco, CA, United States		info@luanacoonen.com	http://www.luanacoonen.com/
Lucinda Page Designs	2550 Virginia Street Berkeley, CA 94709	(510) 548-8965	lpagedesigns@yahoo.com	http://www.lucindapage.com
Luna Limousine Service	1897 Ocala Avenue San Jose, CA 95122	(408) 347-8743		http://www.lunalimos.com
Lydali	San Francisco, CA	(858) 859-3254	hello@lydali.com	http://www.lydali.com
Lydia Linker Fitness	151 Potrero Avenue San Francisco, CA 94103	(415) 948-6780	lydia@lydialinkerfitness.com	http://www.lydialinkerfitness.com
Lynz Photography	3448  18th Street  San Francisco, CA 94110	(415) 794-9211	info@boozelys.com	http://www.lynz.com
Lyris Laser Studios	Daly City, CA	(209) 730-0846	bfiggins@gmail.com	http://www.lyrislaser.com
M & E Cleaning Services	4948 New World Dr San Jose, CA 95136	(408) 528-4238	elenacg@sbcglobal.net	http://www.josita.com/mecleaning/
M-square Press Stationary	758 Brunswick Street San Francisco, CA 94112	(415) 586-8979	mai2kong@yahoo.com	http://www.etsy.com/shop/MsquarePress
Mabuhay	1195 Church Street San Francisco, CA 94114	(415) 970-0369	mabuhaykids@gmail.com	http://www.mabuhay.myshopify.com
MacHelp	Fairfax, CA	(415) 450-1537	bobhogan2@gmail.com	http://www.yourmachelp.com
Maggiore Communications	Fairfax, CA	(415) 577-6627	maryannmaggiore@gmail.com	http://www.maryannmaggiore.com
Magic Carpet Yoga Mats	Oakland, CA	(530) 220-4142	info@magiccarpetym.com	http://www.magiccarpetym.com
Magnificent Quiche	484 Lake Park Avenue #664 Oakland, CA 94610	(510) 415-5872	elizabeth@magnificentquiche.com	http://www.magnificentquiche.com
Mahj Club			sml.sunshine@gmail.com; Sara@mahjclub.com	http://wwww.mahjclub.com/
Makeup in Motion	5179 Lone Tree Way Antioch, CA 94531	(925) 752-8388	tclay2741@yahoo.com	http://www.makeupinmotion.com/
Mama Baretta	PO Box 817 Penngrove, CA 94951	(707) 292-8958	info@mamabaretta.com	http://www.mamabaretta.com
Mami's Crunch	48 Bolling Dr. Novato, CA 94949	(415) 382-7832	Tekuri678@gmail.com	http://www.mamiscrunch.webs.com
Mane Corurn Beauty Nook	3850 Balfour Rd #212 Brentwood, CA	(925) 219-2037	maneconcernbeautynook@gmail.com	http://www.maneconcernbeautynook.com
Mannequin Madness	2020 Dennison Street #15 Oakland, CA 94606	(510) 444-0650	sales@mannequinmadness.com	http://www.mannequinmadness.com
Marcoram Film			marcoram.film@gmail.com	http://www.marcoramfilms.com
Margaet Tan Personal Wardrobe Stylist		(415) 602-6534	margarettan1@gmail.com	http://www.margarettanstyle.com/about/
Margarita's House Cleaning	1712 Hogar dr San Jose, CA 95124	(408) 879-9249	reynasienna2000@yahoo.com	http://www.margaritashousecleaning.com/
Maria Conlon	810 14th Street San Francisco, CA 94114	(415) 794-6663	meconlon7@gmail.com	http://www.mariaconlon.com
Maria Cristina Taco Truck	1461-163rd St. San Leandro, CA 94578	(510) 715-8847	dolores.estrella.1967@gmail.com	http://www.yelp.com/biz/maria-cristina-taco-tru...
Maria de Colombia Translation Services	2828 Short St Oakland, CA 94619	(510) 841-2584	marialaw510@yahoo.com	http://www.yelp.com/biz/maria-de-colombia-trans...
Marian Lee Acupuncture	39475 Gallandet Dr #320 Fremont, CA 94538	(510) 828-7699	hmarian1@sbcglobal.net	http://www.marianleeacupuncture.com
Mariko's Aloha	215 La Salle Avenue Piedmont, CA 94610	(808) 265-9995	mariko.schmidtauer@gmail.com	http://www.facebook.com/pages/Marikos-Aloha/333...
Marin Cleaning Services	22 Wheeler Ave Richmond, CA 94801	(510) 215-1073		http://www.marincleaningservices.com
Marin Ergonomics	Sausalito, CA	(415) 828-2976	sweber@goldengateergo.com	http://www.goldengateergo.com
Marin Kombucha Company		(415) 496-5441	info@marinkombucha.com	http://www.marinkombucha.com
Marin Mac Tech	787 Atherton ave Novato, CA 94945	(415) 596-7889	sara@marinmactech.com	http://www.marianmactech.com
Marlene Starrett Productions	PO Box 2984 San Rafael, CA 94912	(415) 250-0937	marlenestarrett@comcast.net	http://www.site.marlenestarrett.com/About.html
Marmies Corner	260 Beston Way Vallejo, CA 94591	(707) 648-2362	MarmiesCorner@gmail.com	http://www.marmiescorner.com/
MarRem LMFT		(510) 835-4357	info@MarRemLMFT.com	http://www.marremlmft.com
MarRem Remington, LMFT	2127 Ashby Ave Berkeley, CA 94705	(510) 452-1896	marrem@comcast.net	http://marremlift.com
Martini Wear Jewelry	1763 Conrad Ave San Jose, CA 95124	(408) 717-0790	doranes@aol.com	http://www.etsy.com/shop/MartiniWearJewelry
Marvelous Moves	San Rafael, CA	(415) 497-3423	info@marvelous-moves.com	http://www.marvelous-moves.com
Mary Rios Estilista	2142 University Avenue East Palo Alto, CA 94303	(650) 328-1077		
Mary Scheib RN MSN FNP	San Francisco, CA	(415) 294-1077	maryscheibfnp@gmail.com	http://www.maryscheibfnp.com
Maryweather Handprint Designs	2411 Peralta Street Oakland, CA 94607	(912) 308-7643	maryweather9@gmail.com	http://www.threadflip.com/maryweather
Mayras Hair Design	1607 Sir Francis Drake Blvd Fairfax, C'A 94930	(415) 847-7882	zip0ta@hotmail.com	http://www.mayrastyle.com
MayssaFragrance.com	1300 Evans Ave. #88-2121 San Francisco, CA 94188	(415) 267-1889	jessienwb@gmail.com	http://www.MayssaFragrance.com
McAfee's One Hour Martinizing Cleaners and Laundry	4130 Third Street San Francisco, CA 94124	(415) 647-7853	onehourmart@sbcglobal.net	http://www.yelp.com/biz/mcafees-one-hour-martin...
McVicker Pickles	San Francisco, CA	(415) 341-4057	mcvickerpickles@gmail.com	http://www.mcvickerpickles.com
McWhinney Designs - Jewelry for Men	79 Belvedere St., Suite 6 San Rafael, CA 94901	(415) 531-8519	slideleft@hotmail.com	http://www.mcwhinneydesigns.com/
Mechanic on Duty	2504 Macarthur Blvd Oakland, CA 94602	(415) 902-7110	anaedith05@yahoo.com	http://www.yelp.com/biz/mechanic-on-duty-oakland
Medina Landscaping & Gardening	81 Piazza Ct San Jose, CA 95127	(408) 981-0774	medinalandscaping@yahoo.com	http://www.yelp.com/biz/medina-landscaping-and-...
Meisch Temple Massager	Post Office Box 512 Cazadero, CA 95421	(707) 632-5705	tminfo@templemassager	http://www.templemassager.com
Melanie Ida Chopko Visual Consulting	463 Ellita Avenue Oakland, CA 94610	(315) 278-7184	melanieidachopko@gmail.com	http://www.melanieidachopko.com
Mercenary Graphics	PO BOX 2943 Petaluma, CA 94953	(707) 782-9287	rkirsch@mercenarygraphics.com	http://www.mercenarygraphics.com/
Mermaids Tattoo	3032 Mission Street San Francisco, CA 94110	(415) 550-1400		http://www.mermaidstattoo.com
Mesh DBS			david@meshdbs.com	http://www.linkedin.com/company/mesh-design-bui...
Metal Arts Jewelry			verenatent@gmail.com	http://www.metalartsguildsf.org/verena-tent-bra...
MH Bread and Butter Cafe	101 San Anselmo Avenue San Francisco, CA 94960	(415) 755-4575	devon@mhbreadandbutter.com, info@mhbreadandbutter.com	http://www.mhbreadandbutter.com
